postcode,shopcode,duration,livraison
2000,19,2925,1
2000,119,4216,1
2000,53,4431,0
2000,345,4467,0
2000,59,4863,0
2000,339,4877,0
2100,119,3395,1
2100,53,3461,1
2100,345,3532,0
2100,19,4195,0
2100,122,4897,0
2100,54,5446,0
2110,53,3461,1
2110,345,3718,0
2110,119,3947,1
2110,19,4949,0
2110,122,5083,0
2110,54,5996,0
2120,53,3887,1
2120,19,4367,0
2120,119,4394,1
2120,345,4646,0
2120,339,5359,0
2120,122,5777,0
2130,19,2478,1
2130,59,3563,1
2130,28,4544,1
2130,148,4888,1
2130,339,5094,0
2130,50,5225,0
2140,19,4047,0
2140,339,4313,0
2140,53,4916,0
2140,119,5338,1
2140,345,5589,0
2140,122,6795,0
2150,19,2907,0
2150,339,3349,0
2150,119,5152,1
2150,53,5376,0
2150,345,5404,0
2150,59,5780,0
2160,19,2424,1
2160,339,4473,0
2160,59,5201,1
2160,119,5482,1
2160,54,5672,0
2160,53,5708,0
2170,53,4184,1
2170,339,5595,0
2170,19,6104,0
2170,345,6148,0
2170,119,6199,0
2170,122,6261,0
2190,19,1883,1
2190,339,3345,0
2190,59,4756,1
2190,119,4940,1
2190,53,5170,0
2190,345,5192,0
2200,19,3247,1
2200,59,3568,1
2200,54,3817,1
2200,1,4298,0
2200,28,4435,0
2200,62,4684,0
2210,59,2898,1
2210,19,2998,1
2210,28,3879,1
2210,54,4127,1
2210,148,4223,0
2210,50,4559,0
2220,19,2456,1
2220,59,4259,1
2220,54,4843,1
2220,339,5042,0
2220,28,5239,0
2220,1,5324,0
2230,345,3526,0
2230,53,3656,1
2230,119,3912,1
2230,122,4892,1
2230,19,4946,0
2230,54,5961,0
2240,119,3582,1
2240,19,3795,0
2240,53,3812,0
2240,345,3834,0
2240,122,5199,0
2240,54,5438,0
2250,19,3559,0
2250,339,4341,0
2250,119,4849,1
2250,53,5078,0
2250,345,5101,0
2250,122,6466,0
2260,53,3790,1
2260,339,4113,0
2260,19,4976,0
2260,345,5645,0
2260,119,5646,0
2260,122,5709,0
2270,19,3559,0
2270,119,3981,1
2270,53,4120,0
2270,345,4232,0
2270,339,5525,0
2270,122,5597,0
2290,19,4367,0
2290,54,4394,1
2290,119,4661,1
2290,59,4973,1
2290,1,5078,0
2290,28,5215,0
2300,119,3905,1
2300,54,3934,1
2300,19,4274,0
2300,53,4412,0
2300,345,4464,0
2300,1,5022,0
2310,59,2580,1
2310,19,3414,0
2310,28,3560,1
2310,148,3904,1
2310,50,4241,0
2310,115,4246,0
2320,19,3912,0
2320,119,4717,1
2320,53,4932,0
2320,345,4969,0
2320,59,5004,0
2320,54,5083,0
2330,19,3070,1
2330,59,3371,1
2330,28,4351,1
2330,148,4696,1
2330,10,4721,0
2330,50,5032,0
2340,19,3298,0
2340,339,3379,0
2340,119,5541,1
2340,345,5793,0
2340,53,5855,0
2340,59,6172,0
2350,19,3418,0
2350,339,4386,0
2350,119,4792,1
2350,53,4904,0
2350,345,5043,0
2350,59,6303,0
2360,339,3437,0
2360,19,3730,0
2360,53,5648,0
2360,119,6357,1
2360,345,6609,0
2360,59,7093,0
2370,19,2934,1
2370,59,4623,1
2370,54,4701,1
2370,119,5153,1
2370,1,5183,0
2370,339,5225,0
2380,19,4187,0
2380,119,4394,1
2380,53,4601,0
2380,54,4643,1
2380,345,4646,0
2380,59,5033,0
2390,119,3786,1
2390,53,3978,0
2390,345,4037,0
2390,19,4210,0
2390,122,5402,0
2390,54,5857,0
2400,59,2219,1
2400,19,2319,1
2400,28,3200,1
2400,148,3544,1
2400,50,3881,0
2400,115,3886,0
2410,19,4021,0
2410,119,4271,1
2410,53,4478,0
2410,345,4522,0
2410,54,5160,0
2410,122,5887,0
2420,53,2870,1
2420,345,3031,0
2420,119,3671,1
2420,122,4396,1
2420,19,4925,0
2420,54,5610,0
2430,119,2789,1
2430,53,2994,1
2430,345,3040,0
2430,19,3609,0
2430,122,4405,0
2430,54,4859,0
2440,119,2952,1
2440,53,3145,1
2440,345,3203,0
2440,19,3772,0
2440,54,4366,0
2440,122,4568,0
2450,53,3027,1
2450,345,4822,0
2450,122,4939,1
2450,339,5118,0
2450,19,5129,0
2450,119,5157,0
2460,59,2636,1
2460,54,3687,1
2460,19,3708,0
2460,1,3859,0
2460,28,3996,0
2460,148,4136,0
2470,59,2621,1
2470,19,3264,1
2470,28,3602,1
2470,54,3826,1
2470,148,3946,0
2470,1,4089,0
2480,119,3382,1
2480,53,3935,1
2480,345,4038,0
2480,19,4606,0
2480,54,4764,0
2480,122,5403,0
2490,119,2747,1
2490,53,3037,1
2490,345,3167,0
2490,19,4185,0
2490,122,4471,0
2490,54,4686,0
2500,339,2988,0
2500,53,4477,1
2500,19,4633,0
2500,122,6389,1
2500,119,6423,0
2500,345,6675,0
2510,53,3183,1
2510,345,4794,0
2510,19,4951,0
2510,119,4979,1
2510,122,5112,0
2510,339,5556,0
2520,119,3222,1
2520,53,3824,1
2520,345,3895,0
2520,54,4400,1
2520,19,4436,0
2520,122,5260,0
2540,59,2938,1
2540,28,3919,1
2540,19,3959,0
2540,148,4263,1
2540,50,4599,0
2540,115,4604,0
2550,339,3551,0
2550,53,4651,1
2550,19,4833,0
2550,119,6123,1
2550,345,6375,0
2550,122,6561,0
2570,59,3318,1
2570,19,3694,1
2570,28,4298,1
2570,148,4642,1
2570,50,4979,0
2570,115,4984,0
2580,339,4307,0
2580,53,4425,1
2580,19,4740,0
2580,119,5711,1
2580,345,5963,0
2580,122,6364,0
2590,119,2703,1
2590,345,3382,0
2590,53,3577,1
2590,19,4608,0
2590,54,4733,0
2590,122,5047,0
2600,54,3120,1
2600,59,3496,1
2600,1,3601,0
2600,28,3737,1
2600,62,3986,0
2600,148,4241,0
2610,119,3233,1
2610,53,3455,1
2610,345,3485,0
2610,19,3968,0
2610,122,4850,0
2610,54,4946,0
2620,53,3695,1
2620,339,4404,0
2620,19,5079,0
2620,119,5171,1
2620,345,5423,0
2620,122,5628,0
2630,53,4133,1
2630,345,5107,0
2630,119,5493,1
2630,19,5669,0
2630,122,5967,0
2630,339,6274,0
2640,119,3105,1
2640,53,3763,1
2640,345,3986,0
2640,19,4428,0
2640,54,4755,0
2640,122,5225,0
2650,19,3008,1
2650,59,3123,1
2650,28,4103,1
2650,148,4448,1
2650,50,4784,0
2650,115,4789,0
2670,119,4125,1
2670,19,4222,0
2670,53,4326,0
2670,345,4376,0
2670,54,4670,0
2670,59,5370,0
2680,119,3001,1
2680,53,3182,1
2680,345,3252,0
2680,19,3821,0
2680,122,4617,0
2680,54,5016,0
2690,119,2889,1
2690,53,3081,1
2690,345,3140,0
2690,19,3708,0
2690,122,4505,0
2690,54,4585,0
2700,19,3469,0
2700,119,3719,1
2700,53,3928,0
2700,345,3970,0
2700,54,4328,0
2700,122,5335,0
2720,119,3230,1
2720,53,3451,1
2720,345,3481,0
2720,19,4050,0
2720,122,4847,0
2720,54,5301,0
2760,119,2634,1
2760,53,2722,1
2760,345,2771,0
2760,19,3850,0
2760,122,4136,0
2760,54,4732,0
2790,119,3039,1
2790,53,3344,1
2790,345,3403,0
2790,19,3971,0
2790,122,4768,0
2790,54,4958,0
2800,19,3197,0
2800,119,3446,1
2800,53,3651,1
2800,345,3698,0
2800,54,4849,0
2800,122,5063,0
2810,59,2143,1
2810,28,3123,1
2810,19,3281,0
2810,148,3467,1
2810,50,3804,0
2810,115,3809,0
2820,19,2508,1
2820,339,3965,0
2820,119,4737,1
2820,53,4958,0
2820,345,4988,0
2820,59,5382,0
2830,339,3158,0
2830,53,4914,1
2830,19,5047,0
2830,122,6810,1
2830,119,6845,0
2830,345,6978,0
2840,19,2041,1
2840,339,4314,0
2840,59,4914,1
2840,119,5632,1
2840,10,5743,0
2840,345,5883,0
2850,19,3076,1
2850,59,3784,1
2850,28,4764,1
2850,148,5108,1
2850,50,5445,0
2850,115,5450,0
2860,19,2918,0
2860,119,4716,1
2860,53,4926,0
2860,339,4928,0
2860,345,4967,0
2860,59,5391,0
2870,19,3458,1
2870,119,3962,1
2870,53,4129,0
2870,345,4214,0
2870,54,5188,0
2870,59,5382,0
2880,19,3546,1
2880,59,4466,1
2880,54,4545,1
2880,1,5026,0
2880,119,5142,0
2880,28,5163,0
8000,339,373,0
8000,19,3428,1
8000,59,6850,1
8000,65,7060,0
8000,10,7068,0
8000,136,7277,0
8090,339,641,0
8090,19,3696,1
8090,53,6714,0
8090,59,7118,1
8090,65,7328,0
8090,10,7336,0
8130,339,1436,0
8130,19,3022,0
8130,136,5946,0
8130,10,6294,1
8130,59,6444,0
8130,65,6626,0
8150,339,1627,0
8150,19,4187,0
8150,53,6542,0
8150,59,7609,0
8150,10,7826,0
8150,119,7994,0
8160,339,985,0
8160,19,3682,1
8160,65,7067,0
8160,59,7105,1
8160,10,7322,0
8160,136,7531,0
8190,19,2216,1
8190,339,2582,0
8190,59,5295,1
8190,119,5798,1
8190,10,5856,0
8190,345,6049,0
8220,339,2636,0
8220,19,3047,0
8220,59,6469,1
8220,10,6687,1
8220,119,6799,0
8220,53,6803,0
8230,339,2094,0
8230,19,4758,0
8230,53,6337,0
8230,122,7800,0
8230,119,8051,0
8230,59,8180,0
8240,339,2992,0
8240,19,4818,0
8240,65,5775,0
8240,136,6867,0
8240,10,7444,0
8240,59,8240,0
8250,339,3620,0
8250,19,4168,0
8250,65,5421,0
8250,136,6034,0
8250,10,6662,0
8250,59,7591,0
8260,339,2225,0
8260,19,4321,0
8260,53,5756,0
8260,119,7537,0
8260,122,7678,0
8260,59,7744,0
8270,339,1399,0
8270,19,2709,1
8270,59,6132,1
8270,10,6349,1
8270,136,6558,0
8270,28,7112,0
8290,339,2666,0
8290,19,4115,0
8290,53,5758,0
8290,119,7144,1
8290,345,7395,0
8290,59,7537,0
8300,339,1748,0
8300,19,1990,1
8300,59,5413,1
8300,10,5630,1
8300,136,5839,0
8300,28,6393,0
8310,19,2762,1
8310,339,2956,0
8310,136,5737,0
8310,10,6084,1
8310,59,6184,0
8310,65,6775,0
8360,339,2616,0
8360,19,2708,1
8360,59,6130,1
8360,10,6348,1
8360,136,6557,0
8360,119,6594,0
8380,339,2720,0
8380,19,4923,0
8380,53,5524,0
8380,122,7396,0
8380,119,7430,0
8380,345,7564,0
8390,339,1855,0
8390,19,4043,0
8390,65,6249,0
8390,136,7122,0
8390,10,7388,0
8390,59,7465,0
8400,339,2588,0
8400,19,3213,1
8400,136,5618,0
8400,65,5757,1
8400,10,5966,0
8400,59,6635,0
8410,339,594,0
8410,19,3049,1
8410,59,6471,1
8410,10,6688,1
8410,136,6897,0
8410,65,7228,0
8430,339,787,0
8430,19,2850,1
8430,59,6272,1
8430,10,6489,1
8430,136,6698,0
8430,65,7123,0
8440,339,714,0
8440,19,3673,1
8440,65,7002,0
8440,59,7095,1
8440,10,7313,0
8440,136,7521,0
8460,339,1982,0
8460,19,3518,1
8460,59,6941,1
8460,53,6973,0
8460,10,7158,0
8460,136,7367,0
8500,339,2624,0
8500,19,5679,0
8500,53,7143,0
8500,122,8953,0
8500,59,9101,0
8500,65,9285,0
10000,10,705,1
10000,128,4336,1
10000,19,4572,0
10000,115,4970,1
10000,136,5066,0
10000,271,5069,0
10100,10,1761,1
10100,115,4397,1
10100,128,4844,1
10100,59,4874,1
10100,271,5110,0
10100,28,5222,0
10110,10,2501,1
10110,136,4924,0
10110,128,5093,1
10110,19,5625,0
10110,18,5711,0
10110,115,5933,0
10120,10,903,1
10120,128,3365,1
10120,115,4682,1
10120,271,4781,0
10120,19,5025,0
10120,136,5585,0
10130,10,2158,1
10130,128,2795,1
10130,115,5691,1
10130,271,5790,0
10130,19,6149,0
10130,378,6613,0
10140,10,2049,1
10140,136,3750,0
10140,128,5135,1
10140,19,5341,0
10140,18,5546,0
10140,115,5768,0
10150,10,918,1
10150,19,3800,0
10150,136,4424,0
10150,128,4642,1
10150,115,5183,0
10150,271,5282,0
10160,10,2433,1
10160,128,3231,1
10160,115,4538,1
10160,271,4637,0
10160,378,5460,0
10160,2,5462,0
10170,10,1410,1
10170,19,4521,0
10170,136,4836,0
10170,128,5265,1
10170,115,5664,0
10170,271,5895,0
10180,10,290,1
10180,128,4145,1
10180,19,4428,0
10180,115,4687,1
10180,271,4786,0
10180,136,5025,0
10190,10,1948,1
10190,128,3861,1
10190,115,4863,1
10190,271,4962,0
10190,378,5785,0
10190,2,5787,0
10200,10,3106,1
10200,136,3214,0
10200,18,5264,1
10200,128,6192,1
10200,19,6359,0
10200,115,6825,0
10210,10,2157,1
10210,128,3112,1
10210,19,5654,0
10210,115,5761,1
10210,271,5860,0
10210,136,6159,0
10220,10,1611,1
10220,136,3999,0
10220,19,5076,0
10220,128,5335,1
10220,115,5876,0
10220,271,5975,0
10230,10,2274,1
10230,19,3056,0
10230,136,3325,0
10230,339,5508,0
10230,59,5977,0
10230,128,5998,0
10240,10,1768,1
10240,136,3619,0
10240,19,3836,0
10240,128,5491,1
10240,115,6032,0
10240,271,6131,0
10250,10,3293,1
10250,128,5388,1
10250,136,5963,0
10250,19,6663,0
10250,18,6682,0
10250,115,6859,0
10260,10,1927,1
10260,128,4427,1
10260,19,5386,0
10260,115,5493,1
10260,271,5593,0
10260,136,5730,0
10270,10,1031,1
10270,19,4323,0
10270,128,4344,1
10270,136,4578,0
10270,115,5123,0
10270,271,5222,0
10280,10,855,1
10280,128,4710,1
10280,19,4905,0
10280,115,5251,1
10280,136,5306,0
10280,271,5351,0
10290,10,1955,1
10290,128,3845,1
10290,115,4196,1
10290,271,4295,0
10290,59,4902,0
10290,378,5118,0
10300,10,841,1
10300,128,4391,1
10300,115,4598,1
10300,271,4697,0
10300,19,5044,0
10300,378,5520,0
10310,10,2827,1
10310,136,4126,0
10310,18,4434,1
10310,128,5625,1
10310,19,5950,0
10310,137,6224,0
10320,10,1244,1
10320,128,2840,1
10320,115,5086,1
10320,271,5185,0
10320,19,5235,0
10320,136,5925,0
10330,10,2575,1
10330,136,2667,0
10330,19,4644,0
10330,128,6299,1
10330,29,6458,0
10330,115,6840,0
10340,10,2901,1
10340,128,4245,1
10340,136,5975,0
10340,19,6410,0
10340,115,6517,0
10340,271,6616,0
10350,10,1283,1
10350,128,4418,1
10350,115,4769,1
10350,271,4868,0
10350,19,5451,0
10350,378,5691,0
10360,10,3493,1
10360,136,5261,0
10360,18,5711,1
10360,128,6071,1
10360,19,6616,0
10360,115,6924,0
10370,10,3074,1
10370,59,4038,1
10370,115,4149,1
10370,28,4341,1
10370,148,4714,0
10370,50,5050,0
10380,10,1956,1
10380,19,4096,0
10380,136,4419,0
10380,128,5811,1
10380,59,5931,0
10380,115,5971,0
10390,10,1285,1
10390,128,4049,1
10390,19,4889,0
10390,115,4934,1
10390,271,5033,0
10390,136,5241,0
10400,10,2558,1
10400,115,3669,1
10400,59,4146,1
10400,28,4495,1
10400,271,4503,0
10400,378,4591,0
10410,10,737,1
10410,19,4078,0
10410,128,4289,1
10410,136,4632,0
10410,115,4878,0
10410,271,4977,0
10420,10,445,1
10420,128,3966,1
10420,115,4478,1
10420,19,4567,0
10420,271,4578,0
10420,136,5127,0
10430,10,573,1
10430,128,3625,1
10430,115,4637,1
10430,19,4695,0
10430,271,4736,0
10430,136,5254,0
10440,10,576,1
10440,128,3721,1
10440,115,4256,1
10440,271,4355,0
10440,19,4698,0
10440,378,5178,0
10450,10,849,1
10450,128,3809,1
10450,19,4574,0
10450,115,4835,1
10450,271,4934,0
10450,136,5194,0
10500,10,2460,1
10500,136,2766,0
10500,19,5139,0
10500,128,6184,1
10500,29,6557,0
10500,18,6575,0
10510,10,1474,1
10510,115,4987,1
10510,128,5134,1
10510,19,5245,0
10510,59,5464,0
10510,136,5560,0
10600,10,630,1
10600,128,4485,1
10600,19,4531,0
10600,115,5026,1
10600,271,5125,0
10600,136,5155,0
10700,10,1974,1
10700,19,3592,0
10700,136,3824,0
10700,128,5697,1
10700,339,6044,0
10700,115,6239,0
10800,10,1058,1
10800,128,3327,1
10800,19,4555,0
10800,115,4662,1
10800,271,4761,0
10800,136,5429,0
14100,141,1745,0
14100,38,2789,1
14100,55,3188,0
14100,27,3990,1
14100,64,5036,0
14100,14,5689,0
14113,55,2062,1
14113,38,2656,1
14113,141,3284,0
14113,27,3596,1
14113,14,5295,0
14113,315,6110,0
14120,38,350,1
14120,55,3260,0
14120,315,3838,0
14120,141,3949,0
14120,27,4202,0
14120,125,4595,0
14121,38,1074,1
14121,55,3674,0
14121,141,4362,0
14121,315,4445,0
14121,27,4615,0
14121,125,5044,0
14130,38,1827,1
14130,55,2243,1
14130,141,2490,0
14130,27,3185,1
14130,14,4884,0
14130,315,5281,0
14140,141,2587,0
14140,38,2657,1
14140,55,3863,0
14140,27,4832,1
14140,64,5004,0
14140,315,6148,0
14150,38,1006,1
14150,55,3846,0
14150,315,4266,0
14150,141,4535,0
14150,27,4788,0
14150,125,4866,0
14160,38,1294,1
14160,55,2920,0
14160,141,3609,0
14160,27,3862,1
14160,315,4747,0
14160,125,5475,0
14170,38,1944,1
14170,141,3386,0
14170,55,4074,0
14170,64,4699,1
14170,27,5016,0
14170,315,5435,0
14190,38,1501,1
14190,141,4151,0
14190,55,4386,0
14190,315,4555,0
14190,64,4626,0
14190,27,5328,0
14270,38,1848,1
14270,141,3159,0
14270,55,3532,0
14270,27,4474,1
14270,315,5339,0
14270,64,5398,0
14290,141,1570,0
14290,38,3731,1
14290,27,3857,1
14290,55,4151,0
14290,64,4719,0
14290,14,5556,0
14340,38,2197,1
14340,141,2468,0
14340,55,2795,0
14340,27,3737,1
14340,14,5436,0
14340,315,5549,0
14360,55,2077,1
14360,38,2671,1
14360,141,3298,0
14360,27,3610,1
14360,14,5310,0
14360,315,6124,0
14370,38,1113,1
14370,141,3342,0
14370,55,3618,0
14370,27,4560,1
14370,315,4604,0
14370,125,5331,0
14390,38,1570,1
14390,55,3194,0
14390,141,3883,0
14390,27,4136,1
14390,315,5022,0
14390,125,5749,0
14420,38,1704,1
14420,64,4535,1
14420,55,4590,0
14420,141,4595,0
14420,315,4759,0
14420,27,5532,0
14430,38,1474,1
14430,55,2936,0
14430,141,3169,0
14430,27,3877,1
14430,315,4928,0
14430,14,5577,0
14460,38,511,1
14460,55,3330,0
14460,315,3965,0
14460,141,4019,0
14460,27,4272,0
14460,125,4638,0
14510,38,1736,1
14510,55,2783,0
14510,141,3405,0
14510,27,3724,1
14510,315,5190,0
14510,14,5424,0
14540,38,1153,1
14540,55,3737,0
14540,141,4134,0
14540,315,4193,0
14540,27,4678,0
14540,64,4910,0
14550,38,768,1
14550,55,3608,0
14550,315,4028,0
14550,141,4297,0
14550,27,4550,0
14550,125,4628,0
14590,141,1554,0
14590,38,2780,1
14590,55,3103,0
14590,27,3800,1
14590,64,5365,0
14590,14,5499,0
14600,55,1204,1
14600,38,2454,1
14600,141,2964,0
14600,27,3070,1
14600,14,4769,0
14600,11,5465,0
14620,38,2736,1
14620,141,3861,0
14620,64,4371,1
14620,55,4866,0
14620,315,5779,0
14620,27,5807,0
14630,38,452,1
14630,55,3285,0
14630,141,3846,0
14630,315,4028,0
14630,27,4227,0
14630,125,4838,0
14640,38,1994,1
14640,55,2829,1
14640,141,3513,0
14640,27,3832,1
14640,315,5448,0
14640,14,5532,0
14670,38,1715,1
14670,55,3562,0
14670,141,4250,0
14670,27,4504,1
14670,315,5169,0
14670,125,5896,0
14680,38,970,1
14680,55,3855,0
14680,315,3930,0
14680,141,4288,0
14680,64,4671,0
14680,125,4785,0
14700,38,1671,1
14700,64,3803,1
14700,141,3814,0
14700,55,4557,0
14700,315,4725,0
14700,27,5498,0
14730,38,526,1
14730,55,3403,0
14730,315,4037,0
14730,141,4092,0
14730,27,4345,0
14730,125,4792,0
14800,55,2084,1
14800,38,2104,1
14800,141,2945,0
14800,27,3230,1
14800,14,4930,0
14800,315,5557,0
14810,38,1354,1
14810,55,3440,0
14810,141,4129,0
14810,27,4382,1
14810,315,4808,0
14810,125,5353,0
14840,38,632,1
14840,55,3338,0
14840,141,4026,0
14840,315,4143,0
14840,27,4279,0
14840,125,4898,0
14850,38,759,1
14850,55,3423,0
14850,141,4112,0
14850,315,4212,0
14850,27,4365,0
14850,125,4912,0
14860,38,922,1
14860,55,3304,0
14860,141,3993,0
14860,27,4246,1
14860,315,4376,0
14860,125,5076,0
14910,38,2102,1
14910,55,2490,1
14910,141,3352,0
14910,27,3637,1
14910,14,5336,0
14910,315,5556,0
14940,38,673,1
14940,55,3027,0
14940,141,3716,0
14940,27,3969,1
14940,315,4185,0
14940,125,4909,0
14950,38,2227,1
14950,55,2420,1
14950,141,3109,0
14950,27,3362,1
14950,14,5061,0
14950,315,5681,0
14970,38,1087,1
14970,55,3927,0
14970,315,4346,0
14970,141,4615,0
14970,27,4868,0
14970,125,4946,0
18100,144,2254,1
18100,9,2447,1
18100,33,3294,1
18100,337,3633,0
18100,22,4183,0
18100,151,4772,0
18110,144,1240,1
18110,9,3983,1
18110,140,4377,1
18110,33,4488,1
18110,337,4842,0
18110,151,4865,0
18120,144,2207,1
18120,9,2598,1
18120,33,3871,1
18120,337,4210,0
18120,22,4760,0
18120,151,5107,0
18140,144,1815,1
18140,140,1929,1
18140,271,4470,0
18140,151,5834,0
18140,9,5957,0
18140,128,6206,0
18220,144,1064,1
18220,140,3122,1
18220,271,4933,0
18220,9,5206,1
18220,151,5270,0
18220,33,5626,0
18230,144,951,1
18230,9,4040,1
18230,151,4189,0
18230,140,4270,1
18230,33,4644,0
18230,337,4983,0
18240,144,3217,1
18240,140,3292,1
18240,271,3471,0
18240,128,4995,1
18240,33,5732,0
18240,9,6156,0
18250,144,1782,1
18250,140,3663,1
18250,271,4882,0
18250,9,5267,1
18250,33,5404,0
18250,151,5989,0
18260,144,2752,1
18260,140,3477,1
18260,271,3640,0
18260,33,4857,1
18260,128,5206,0
18260,9,5211,0
18300,144,1953,1
18300,140,2671,1
18300,271,3890,0
18300,128,5530,1
18300,33,5990,0
18300,9,6095,0
18310,9,2436,1
18310,144,3150,1
18310,337,3929,0
18310,33,4191,1
18310,22,4716,0
18310,151,5668,0
18330,144,2207,1
18330,9,3201,1
18330,33,3464,1
18330,337,4035,0
18330,271,4711,0
18330,22,4712,0
18380,144,2493,1
18380,9,4599,1
18380,33,4693,1
18380,271,4857,0
18380,140,5142,0
18380,337,5433,0
18410,144,3016,1
18410,271,3285,0
18410,33,3366,1
18410,337,4359,0
18410,9,4936,0
18410,140,5035,0
18500,144,1458,1
18500,9,3533,1
18500,33,4053,1
18500,337,4392,0
18500,151,4393,0
18500,140,4779,0
18510,144,1248,1
18510,140,3832,1
18510,9,4559,1
18510,33,4964,1
18510,271,5005,0
18510,151,5362,0
18700,144,2760,1
18700,271,3797,0
18700,33,4096,1
18700,9,4511,1
18700,337,4761,0
18700,140,4913,0
21330,128,3912,1
21330,10,4337,1
21330,18,6165,0
21330,271,6643,0
21330,137,6698,0
21330,136,6795,0
21570,10,4061,1
21570,128,5344,1
21570,18,5836,0
21570,136,5885,0
21570,19,7184,0
21570,137,7343,0
27000,14,2310,1
27000,27,2646,1
27000,141,2735,0
27000,62,3708,1
27000,4,4069,0
27000,134,4198,0
27100,27,1731,1
27100,14,2229,1
27100,141,3295,0
27100,55,3580,0
27100,62,3626,0
27100,4,3988,0
27110,141,1933,0
27110,27,2509,1
27110,14,3237,1
27110,55,3865,0
27110,62,4554,0
27110,38,4845,0
27120,14,1429,1
27120,27,2725,1
27120,62,2827,1
27120,4,3189,1
27120,1,3721,0
27120,3,3781,0
27130,141,3138,0
27130,134,3425,1
27130,14,4080,1
27130,27,4341,1
27130,4,4415,0
27130,64,4694,0
27140,3,3012,1
27140,14,3279,1
27140,62,3676,1
27140,1,3945,0
27140,27,4237,0
27140,54,4651,0
27150,3,3169,1
27150,14,3216,1
27150,27,3370,1
27150,62,3833,1
27150,1,4101,0
27150,4,4936,0
27160,141,2348,0
27160,14,3944,1
27160,27,4250,1
27160,134,4392,1
27160,4,4876,0
27160,62,5417,0
27170,141,1544,0
27170,27,3160,1
27170,14,3772,1
27170,55,4285,0
27170,38,5000,0
27170,62,5170,0
27180,141,2577,0
27180,14,2923,1
27180,27,3259,1
27180,62,4321,1
27180,134,4568,0
27180,4,4682,0
27190,141,2087,0
27190,27,3797,1
27190,14,3841,1
27190,134,4763,1
27190,55,5071,0
27190,4,5205,0
27200,14,1511,1
27200,27,2751,1
27200,62,2909,1
27200,4,3271,1
27200,3,3494,0
27200,1,3803,0
27210,55,1622,1
27210,141,2281,0
27210,38,2332,1
27210,27,2611,1
27210,14,4310,0
27210,62,5707,0
27220,14,2181,1
27220,27,3041,1
27220,134,3436,1
27220,141,3501,0
27220,62,3579,0
27220,4,3758,0
27230,141,803,0
27230,27,3264,1
27230,38,3373,1
27230,55,3427,0
27230,64,4607,0
27230,14,4964,0
27240,141,2812,0
27240,14,3067,1
27240,27,3328,1
27240,134,3622,1
27240,4,4063,0
27240,62,4605,0
27250,141,2029,0
27250,134,4711,1
27250,14,4896,1
27250,64,4955,1
27250,27,4967,0
27250,38,5456,0
27260,141,1503,0
27260,55,2886,0
27260,38,3015,1
27260,27,3564,1
27260,14,5264,0
27260,64,5323,0
27270,141,432,0
27270,27,3474,1
27270,55,4122,0
27270,64,4246,1
27270,38,4467,0
27270,14,5377,0
27290,141,2122,0
27290,27,2564,1
27290,55,2592,1
27290,38,4081,1
27290,14,4263,0
27290,62,5661,0
27300,141,471,0
27300,27,2900,1
27300,55,3547,0
27300,38,4022,1
27300,64,4681,0
27300,14,4876,0
27310,27,1229,1
27310,55,2131,0
27310,141,2144,0
27310,14,2928,1
27310,38,3111,0
27310,62,4326,0
27320,134,3005,1
27320,14,3090,1
27320,27,3351,1
27320,4,3447,1
27320,141,3694,0
27320,62,3988,0
27330,141,1406,0
27330,27,4384,1
27330,14,4652,1
27330,64,5001,1
27330,55,5032,0
27330,134,5241,0
27340,27,1732,1
27340,14,2778,1
27340,141,3296,0
27340,55,3582,0
27340,62,4176,0
27340,4,4537,0
27350,27,2086,1
27350,55,2236,1
27350,141,2743,0
27350,14,3786,1
27350,38,3920,0
27350,62,5183,0
27360,27,2073,1
27360,14,3215,1
27360,141,3789,0
27360,55,4075,0
27360,3,4223,0
27360,11,4516,0
27370,27,2070,1
27370,141,2426,0
27370,55,3435,0
27370,14,3499,1
27370,38,4415,0
27370,62,4897,0
27380,27,2284,1
27380,14,3456,1
27380,3,3765,1
27380,141,4030,0
27380,55,4316,0
27380,11,4347,0
27390,141,1281,0
27390,27,4209,1
27390,64,4551,1
27390,38,4563,0
27390,55,4970,0
27390,134,5542,0
27400,27,2130,1
27400,14,2965,1
27400,141,2971,0
27400,55,3980,0
27400,62,4282,0
27400,4,4644,0
27410,141,1328,0
27410,27,3937,1
27410,14,4677,1
27410,55,4797,0
27410,38,5093,0
27410,134,5586,0
27420,14,2255,1
27420,3,2573,1
27420,62,3237,1
27420,1,3506,0
27420,27,3646,0
27420,4,4015,0
27430,27,2156,1
27430,14,2507,1
27430,141,3720,0
27430,62,3905,1
27430,55,4006,0
27430,4,4267,0
27440,27,2649,1
27440,14,3182,1
27440,3,3371,1
27440,62,4035,1
27440,1,4304,0
27440,141,4686,0
27450,141,1596,0
27450,27,2762,1
27450,55,2791,0
27450,38,3743,1
27450,14,4462,0
27450,64,5416,0
27460,27,1578,1
27460,14,2693,1
27460,141,3223,0
27460,55,3509,0
27460,62,4090,0
27460,4,4452,0
27470,141,841,0
27470,27,3292,1
27470,55,4134,0
27470,14,4399,1
27470,38,4609,0
27470,64,5110,0
27480,27,2729,1
27480,14,4069,1
27480,3,4126,1
27480,11,4413,1
27480,62,4790,0
27480,1,5059,0
27490,14,2300,1
27490,27,2606,1
27490,62,3698,1
