postcode,shopcode,duration,livraison
76170,14,4952,0
76170,11,5113,0
76190,27,1754,1
76190,55,2341,1
76190,141,3550,0
76190,11,3976,1
76190,14,4544,0
76190,38,4699,0
76200,27,2720,1
76200,11,2869,1
76200,55,4325,0
76200,119,4980,1
76200,141,5412,0
76200,14,5510,0
76210,55,1840,1
76210,27,2616,1
76210,141,4180,0
76210,38,4198,1
76210,11,4715,0
76210,14,5172,0
76220,27,2883,1
76220,11,3732,1
76220,119,4208,1
76220,54,4321,1
76220,3,4507,0
76220,14,4600,0
76230,27,1179,1
76230,11,3217,1
76230,14,3894,1
76230,141,3971,0
76230,55,4027,0
76230,119,4287,0
76240,27,1054,1
76240,14,3437,1
76240,141,3671,0
76240,55,3994,0
76240,11,4019,0
76240,62,4834,0
76250,27,636,1
76250,55,3318,0
76250,141,3539,0
76250,14,3637,1
76250,11,3692,0
76250,119,4762,0
76260,11,930,1
76260,27,3844,1
76260,119,4337,1
76260,124,4821,0
76260,55,5384,0
76260,57,5854,0
76270,11,1675,1
76270,27,2311,1
76270,119,2764,1
76270,55,3850,0
76270,124,4458,0
76270,14,5027,0
76280,55,1062,1
76280,27,3512,1
76280,38,4335,1
76280,141,4660,0
76280,11,5611,0
76280,14,5844,0
76290,55,414,1
76290,27,3397,1
76290,38,3745,1
76290,141,4069,0
76290,14,5313,0
76290,11,5496,0
76300,27,773,1
76300,14,3090,1
76300,141,3181,0
76300,55,3467,0
76300,11,3703,0
76300,38,4446,0
76310,55,963,1
76310,27,3842,1
76310,38,4110,0
76310,141,4435,0
76310,14,5679,0
76310,11,5940,0
76320,27,1623,1
76320,14,2788,1
76320,141,3193,0
76320,55,3419,0
76320,62,4186,0
76320,38,4398,0
76330,55,2265,1
76330,27,3372,1
76330,141,4387,0
76330,38,4437,1
76330,14,5378,0
76330,11,5588,0
76340,11,919,1
76340,27,3071,1
76340,119,3240,1
76340,124,4030,0
76340,55,4610,0
76340,57,5063,0
76350,27,1811,1
76350,141,3417,0
76350,14,3462,1
76350,55,3703,0
76350,38,4683,0
76350,62,4859,0
76360,27,1115,1
76360,55,3053,1
76360,141,3807,0
76360,11,3893,1
76360,14,3905,0
76360,119,4963,0
76370,11,2377,1
76370,27,2835,1
76370,55,4440,0
76370,119,4579,1
76370,141,5527,0
76370,14,5625,0
76380,27,814,1
76380,55,3616,0
76380,141,3741,0
76380,14,3839,1
76380,11,4350,0
76380,38,5006,0
76390,11,2055,1
76390,119,2117,1
76390,27,2930,1
76390,55,4469,0
76390,54,4843,0
76390,345,4959,0
76400,55,1848,1
76400,27,2976,1
76400,38,4934,1
76400,11,5074,1
76400,141,5217,0
76400,14,5766,0
76410,27,1088,1
76410,14,2499,1
76410,141,2652,0
76410,55,2938,0
76410,62,3896,0
76410,38,3918,0
76420,27,868,1
76420,11,3130,1
76420,14,3584,1
76420,141,3660,0
76420,55,3808,0
76420,119,4200,0
76430,55,1215,1
76430,27,2909,1
76430,38,3560,1
76430,141,3738,0
76430,14,4729,0
76430,11,5008,0
76440,27,2655,1
76440,11,2815,1
76440,119,3482,1
76440,55,4472,0
76440,54,4815,0
76440,3,5332,0
76450,27,2654,1
76450,55,2736,1
76450,11,4781,1
76450,141,4895,0
76450,38,5097,0
76450,14,5444,0
76460,27,2817,1
76460,55,3585,1
76460,11,4741,1
76460,141,5351,0
76460,14,5608,0
76460,119,5703,0
76470,11,1590,1
76470,27,4217,1
76470,119,4284,1
76470,124,4756,0
76470,57,5788,0
76470,55,5822,0
76480,27,2165,1
76480,141,2941,0
76480,55,3054,1
76480,14,3864,1
76480,38,4034,0
76480,62,5261,0
76490,27,2249,1
76490,55,2431,1
76490,141,3436,0
76490,11,4470,1
76490,14,4479,0
76490,38,4613,0
76500,27,1456,1
76500,141,2643,0
76500,55,3234,0
76500,14,3318,1
76500,38,4214,0
76500,62,4715,0
76510,11,2367,1
76510,27,3105,1
76510,119,4141,1
76510,55,4711,0
76510,124,5578,0
76510,141,5798,0
76520,27,1470,1
76520,14,3303,1
76520,141,3506,0
76520,55,3792,0
76520,11,4272,0
76520,3,4499,0
76530,27,1217,1
76530,55,4019,0
76530,141,4089,0
76530,14,4242,1
76530,11,4753,0
76530,38,5354,0
76540,55,2207,1
76540,27,2802,1
76540,11,4901,1
76540,141,5044,0
76540,38,5122,0
76540,14,5592,0
76550,27,2294,1
76550,11,3351,1
76550,55,3899,0
76550,119,4772,1
76550,141,4986,0
76550,14,5084,0
76560,27,2147,1
76560,55,2838,1
76560,11,3962,1
76560,141,4680,0
76560,14,4937,0
76560,119,5032,0
76570,27,1276,1
76570,55,2884,1
76570,11,3619,1
76570,141,3968,0
76570,14,4066,0
76570,119,4689,0
76580,27,2115,1
76580,55,3374,1
76580,141,3825,0
76580,14,4814,1
76580,38,5003,0
76580,11,5086,0
76590,27,2247,1
76590,11,3319,1
76590,55,3852,1
76590,119,4313,1
76590,141,4939,0
76590,14,5037,0
76600,55,698,1
76600,27,3287,1
76600,38,3555,1
76600,141,3880,0
76600,14,5124,0
76600,11,5385,0
76610,55,698,1
76610,27,3287,1
76610,38,3555,1
76610,141,3880,0
76610,14,5124,0
76610,11,5385,0
76620,55,698,1
76620,27,3287,1
76620,38,3555,1
76620,141,3880,0
76620,14,5124,0
76620,11,5385,0
76630,11,1670,1
76630,27,3630,1
76630,119,4052,1
76630,124,5161,0
76630,55,5235,0
76630,57,6194,0
76640,27,1931,1
76640,55,2016,1
76640,11,4029,1
76640,141,4172,0
76640,38,4373,0
76640,14,4721,0
76650,27,816,1
76650,141,2719,0
76650,14,2817,1
76650,55,3005,0
76650,38,3984,0
76650,62,4215,0
76660,11,1706,1
76660,27,3088,1
76660,119,3380,1
76660,124,4489,0
76660,55,4627,0
76660,57,5522,0
76680,27,1953,1
76680,11,2297,1
76680,119,3367,1
76680,55,3547,1
76680,14,4669,0
76680,141,4746,0
76690,27,1854,1
76690,11,3174,1
76690,55,3693,0
76690,119,4244,1
76690,141,4474,0
76690,14,4569,0
76700,55,567,1
76700,27,2945,1
76700,38,3067,1
76700,141,3392,0
76700,14,4645,0
76700,11,5055,0
76710,27,1432,1
76710,55,3677,0
76710,11,3852,1
76710,141,4124,0
76710,14,4222,0
76710,119,4922,0
76720,27,1823,1
76720,11,3038,1
76720,55,3428,1
76720,119,4108,1
76720,141,4515,0
76720,14,4613,0
76730,27,2188,1
76730,55,3658,1
76730,11,4103,1
76730,141,4880,0
76730,14,4978,0
76730,119,5014,0
76740,27,2837,1
76740,55,3548,1
76740,11,4228,1
76740,141,5371,0
76740,14,5628,0
76740,119,5742,0
76750,27,1821,1
76750,11,3020,1
76750,55,4011,0
76750,119,4090,1
76750,14,4537,0
76750,141,4614,0
76760,27,1838,1
76760,55,2662,1
76760,11,3595,1
76760,141,4485,0
76760,14,4628,0
76760,119,4665,0
76770,27,1246,1
76770,11,3653,1
76770,55,3717,0
76770,141,3938,0
76770,14,4036,0
76770,119,4723,0
76780,27,2811,1
76780,11,3446,1
76780,119,4475,1
76780,55,4974,0
76780,14,4987,0
76780,3,5045,0
76790,55,1506,1
76790,27,3755,1
76790,38,4726,0
76790,141,5051,0
76790,11,5854,0
76790,14,6317,0
76800,27,1054,1
76800,141,2963,0
76800,14,3042,1
76800,55,3249,0
76800,11,4184,0
76800,38,4228,0
76810,27,2536,1
76810,55,3463,1
76810,11,4066,1
76810,141,5286,0
76810,14,5326,0
76810,119,5362,0
76840,27,992,1
76840,55,3484,0
76840,141,3796,0
76840,14,3894,1
76840,11,4267,0
76840,38,5061,0
76850,27,1959,1
76850,11,2594,1
76850,55,3561,1
76850,119,3664,1
76850,141,4651,0
76850,14,4749,0
76860,27,2837,1
76860,11,3623,1
76860,55,4117,1
76860,119,5315,1
76860,141,5530,0
76860,14,5628,0
76870,11,2618,1
76870,119,3162,1
76870,27,3213,1
76870,54,4708,1
76870,55,4745,0
76870,124,5463,0
76880,27,2704,1
76880,11,2786,1
76880,55,4309,0
76880,119,4749,1
76880,141,5396,0
76880,14,5494,0
76890,27,1669,1
76890,55,3263,1
76890,11,3406,1
76890,141,4361,0
76890,14,4459,0
76890,119,4476,0
76910,11,1955,1
76910,27,3857,1
76910,119,4849,1
76910,124,5321,0
76910,55,5462,0
76910,57,6354,0
76920,27,797,1
76920,14,3068,1
76920,141,3303,0
76920,55,3589,0
76920,11,3761,0
76920,62,4466,0
76930,55,629,1
76930,27,3677,1
76930,38,3991,0
76930,141,4316,0
76930,14,5560,0
76930,11,5775,0
76940,27,2668,1
76940,55,2770,1
76940,141,3324,0
76940,14,4367,1
76940,38,4502,0
76940,11,5443,0
76950,27,2430,1
76950,11,2511,1
76950,119,3581,1
76950,55,4036,0
76950,141,5123,0
76950,14,5221,0
76960,27,937,1
76960,55,3409,0
76960,11,3587,1
76960,141,3629,0
76960,14,3727,0
76960,119,4657,0
76970,27,1669,1
76970,55,2361,1
76970,11,3485,1
76970,141,4203,0
76970,14,4459,0
76970,119,4555,0
76980,27,3051,1
76980,55,3651,1
76980,11,4306,1
76980,141,5584,0
76980,14,5841,0
76980,119,5969,0
77000,115,776,1
77000,378,2202,0
77000,2,2204,1
77000,148,2377,1
77000,28,2609,0
77000,138,2668,0
77090,28,1033,1
77090,59,1319,1
77090,148,1377,1
77090,50,1714,1
77090,115,1719,0
77090,1,1871,0
77100,59,891,1
77100,28,2456,1
77100,148,2800,1
77100,1,3012,0
77100,50,3137,0
77100,115,3142,0
77111,115,1190,1
77111,378,2186,0
77111,2,2188,1
77111,28,2244,1
77111,148,2275,0
77111,59,2494,0
77114,10,3143,1
77114,115,3194,1
77114,59,3788,1
77114,271,4027,0
77114,378,4116,0
77114,2,4118,0
77115,115,811,1
77115,378,2101,0
77115,2,2103,1
77115,148,2276,1
77115,28,2566,0
77115,138,2567,0
77118,115,2663,1
77118,378,3585,0
77118,2,3587,1
77118,10,3692,1
77118,271,3738,0
77118,148,3760,0
77120,59,2071,1
77120,28,2780,1
77120,115,2797,1
77120,148,3124,1
77120,50,3461,0
77120,1,3618,0
77122,59,1081,1
77122,28,2158,1
77122,1,2390,0
77122,54,2694,1
77122,148,2766,0
77122,62,2776,0
77123,2,2314,1
77123,378,2396,0
77123,115,2467,1
77123,271,2666,0
77123,138,2837,0
77123,50,3104,0
77124,59,829,1
77124,28,1930,1
77124,1,2245,0
77124,148,2460,1
77124,62,2630,0
77124,50,2796,0
77126,115,2316,1
77126,378,3238,0
77126,2,3240,1
77126,148,3413,1
77126,10,3601,0
77126,28,3668,0
77127,115,703,1
77127,378,1312,0
77127,2,1314,1
77127,148,1480,1
77127,138,1777,0
77127,50,2045,0
77130,115,2091,1
77130,378,3013,0
77130,2,3015,1
77130,148,3188,1
77130,271,3190,0
77130,10,3281,0
77131,59,1742,1
77131,28,2332,1
77131,115,2351,1
77131,148,2677,1
77131,50,3013,0
77131,1,3171,0
77133,115,1568,1
77133,378,2917,0
77133,2,2919,1
77133,148,3092,1
77133,271,3296,0
77133,28,3324,0
77134,115,2863,1
77134,59,3652,1
77134,378,3785,0
77134,2,3787,1
77134,10,3796,0
77134,271,3796,0
77135,28,1216,1
77135,59,1449,1
77135,148,1560,1
77135,115,1791,1
77135,50,1897,0
77135,1,2054,0
77138,59,2050,1
77138,28,3031,1
77138,148,3375,1
77138,19,3667,0
77138,50,3712,0
77138,115,3717,0
77139,59,1420,1
77139,28,2691,1
77139,1,2838,0
77139,54,3022,1
77139,148,3105,0
77139,62,3224,0
77140,271,1802,0
77140,2,2060,1
77140,378,2142,0
77140,115,2188,1
77140,138,2583,0
77140,50,2851,0
77141,59,2076,1
77141,115,2432,1
77141,28,2624,1
77141,148,3010,1
77141,50,3347,0
77141,378,3427,0
77144,28,1468,1
77144,59,1524,1
77144,148,1856,1
77144,50,2192,1
77144,115,2197,0
77144,1,2283,0
77145,59,1645,1
77145,28,3120,1
77145,54,3212,1
77145,1,3286,0
77145,148,3456,0
77145,62,3671,0
77148,115,2058,1
77148,378,2980,0
77148,2,2982,1
77148,148,3155,1
77148,28,3409,0
77148,138,3446,0
77150,115,1221,1
77150,28,1317,1
77150,148,1690,1
77150,59,1908,1
77150,378,2006,0
77150,2,2008,0
77151,59,3308,1
77151,115,3419,1
77151,28,3611,1
77151,10,3760,1
77151,148,3984,0
77151,50,4321,0
77154,115,2391,1
77154,378,3477,0
77154,2,3479,1
77154,148,3652,1
77154,28,3906,0
77154,138,3943,0
77157,115,3170,1
77157,10,3788,1
77157,59,3959,1
77157,271,4083,0
77157,378,4092,0
77157,2,4094,0
77160,59,2874,1
77160,115,3087,1
77160,28,3223,1
77160,148,3596,1
77160,10,3598,0
77160,50,3933,0
77163,59,1542,1
77163,28,2231,1
77163,115,2494,1
77163,148,2576,1
77163,50,2912,0
77163,1,3070,0
77164,28,1224,1
77164,59,1360,1
77164,148,1568,1
77164,50,1904,1
77164,115,1909,0
77164,1,2062,0
77165,59,1290,1
77165,1,2155,0
77165,28,2291,1
77165,54,2512,1
77165,62,2540,0
77165,148,2795,0
77166,115,1204,1
77166,28,2027,1
77166,148,2171,1
77166,378,2206,0
77166,2,2208,0
77166,59,2446,0
77167,271,1853,0
77167,2,2621,1
77167,378,2703,0
77167,115,2749,1
77167,138,3144,0
77167,50,3411,0
77169,59,2281,1
77169,28,3391,1
77169,115,3418,1
77169,148,3736,1
77169,50,4072,0
77169,1,4230,0
77170,115,1841,1
77170,28,2285,1
77170,148,2354,1
77170,378,2626,0
77170,2,2629,0
77170,59,2876,0
77171,10,3105,1
77171,115,3704,1
77171,59,3805,1
77171,28,4154,1
77171,148,4527,0
77171,378,4789,0
77173,115,1662,1
77173,28,1795,1
77173,148,2203,1
77173,59,2285,1
77173,378,2475,0
77173,2,2477,0
77174,59,1180,1
77174,28,1473,1
77174,148,1817,1
77174,50,2153,1
77174,115,2158,0
77174,1,2311,0
77176,115,812,1
77176,378,1530,0
77176,2,1532,1
77176,148,1705,1
77176,138,1995,0
77176,50,2263,0
77177,28,1160,1
77177,59,1834,1
77177,148,1919,1
77177,50,2255,1
77177,115,2260,0
77177,1,2413,0
77178,59,1593,1
77178,1,2303,0
77178,54,2394,1
77178,28,2440,1
77178,62,2689,0
77178,148,2943,0
77181,28,970,1
77181,59,1728,1
77181,1,1763,0
77181,148,1924,1
77181,62,2149,0
77181,50,2260,0
77183,28,1550,1
77183,148,1895,1
77183,59,1970,1
77183,50,2231,1
77183,115,2236,0
77183,1,2389,0
77184,28,808,1
77184,148,1164,1
77184,59,1399,1
77184,115,1482,1
77184,50,1500,0
77184,1,1658,0
77185,28,964,1
77185,148,1319,1
77185,59,1358,1
77185,50,1655,1
77185,115,1665,0
77185,1,1813,0
77186,28,666,1
77186,148,1410,1
77186,59,1577,1
77186,115,1738,1
77186,50,1746,0
77186,1,1904,0
77190,115,943,1
77190,2,1686,1
77190,378,1768,0
77190,138,2209,1
77190,50,2477,0
77190,148,2560,0
77200,28,952,1
77200,148,1529,1
77200,59,1602,1
77200,115,1857,1
77200,50,1865,0
77200,1,2023,0
77210,115,1656,1
77210,2,2741,1
77210,378,2823,0
77210,271,3036,0
77210,138,3264,0
77210,148,3273,0
77220,28,1713,1
77220,115,1760,1
77220,59,1882,1
77220,148,2086,1
77220,50,2422,0
77220,1,2580,0
77230,1,1779,0
77230,28,1916,1
77230,59,2036,1
77230,62,2165,1
77230,54,2257,0
77230,148,2419,0
77240,115,558,1
77240,378,1797,0
77240,2,1799,1
77240,148,1972,1
77240,138,2263,0
77240,28,2382,0
77250,115,2477,1
77250,271,2546,0
77250,2,3023,1
77250,378,3105,0
77250,138,3546,0
77250,50,3814,0
77260,59,1796,1
77260,28,2776,1
77260,148,3121,1
77260,19,3348,0
77260,50,3457,0
77260,115,3462,0
77270,28,1387,1
77270,59,1526,1
77270,1,1646,0
77270,148,2023,1
77270,62,2032,0
77270,3,2309,0
77280,54,2110,1
77280,59,2255,1
77280,1,2286,0
77280,28,2396,1
77280,62,2672,0
77280,3,2893,0
77290,28,1478,1
77290,1,1537,0
77290,59,1692,1
77290,62,1922,1
77290,148,2114,0
77290,3,2199,0
77300,115,1567,1
77300,2,2114,1
77300,378,2196,0
77300,271,2583,0
77300,138,2637,0
77300,50,2904,0
77310,115,1139,1
77310,2,1251,1
77310,378,1333,0
77310,138,1774,1
77310,50,2042,0
77310,148,2103,0
77320,59,3216,1
77320,115,3644,1
77320,28,3836,1
77320,148,4209,1
77320,10,4368,0
77320,50,4604,0
77330,28,1485,1
77330,115,1575,1
77330,148,1858,1
77330,59,1938,1
77330,50,2194,0
77330,1,2352,0
77340,28,1098,1
77340,148,1471,1
77340,115,1481,1
77340,59,1689,1
77340,50,1807,0
77340,1,1965,0
77350,115,732,1
77350,2,1900,1
77350,378,1982,0
77350,148,2349,1
77350,138,2423,0
77350,28,2580,0
77360,28,719,1
77360,148,1718,1
77360,59,1721,1
77360,115,2047,1
77360,50,2055,0
77360,1,2212,0
77370,115,2158,1
77370,59,3064,1
77370,378,3243,0
77370,2,3245,1
77370,28,3252,0
77370,148,3418,0
77380,115,1005,1
77380,378,1546,0
77380,2,1548,1
77380,148,1636,1
77380,28,1821,0
77380,138,2012,0
77390,115,1243,1
77390,59,2030,1
77390,378,2238,0
77390,2,2240,1
77390,28,2324,0
77390,148,2345,0
77400,28,1352,1
77400,59,1795,1
77400,148,1898,1
77400,50,2235,1
77400,115,2240,0
77400,1,2302,0
77410,59,1303,1
77410,28,1640,1
77410,1,1955,0
77410,148,2163,1
77410,62,2340,0
77410,50,2499,0
77420,28,504,1
77420,148,1237,1
77420,50,1573,1
77420,59,1600,1
77420,1,1731,0
77420,115,1776,0
77430,115,1959,1
77430,2,2924,1
77430,271,2999,0
77430,378,3006,0
77430,138,3447,0
77430,148,3576,0
77440,59,1793,1
77440,28,2755,1
77440,148,3100,1
77440,19,3257,0
77440,50,3436,0
77440,115,3441,0
77450,59,1095,1
77450,28,2012,1
77450,1,2327,0
77450,148,2447,1
77450,62,2713,0
77450,50,2783,0
77460,271,1388,0
77460,2,2785,1
77460,378,2867,0
77460,115,2913,1
77460,138,3308,0
77460,33,3438,0
77470,59,896,1
77470,28,2240,1
77470,148,2584,1
77470,50,2920,1
77470,115,2925,0
77470,1,3078,0
77480,115,2967,1
77480,10,3339,1
77480,271,3800,0
77480,378,3889,0
77480,2,3891,0
77480,128,3924,0
77500,28,582,1
77500,1,1988,0
77500,148,2050,1
77500,59,2053,1
77500,62,2373,0
77500,50,2386,0
77510,59,2436,1
77510,28,3554,1
77510,148,3898,1
77510,115,3937,1
77510,19,4221,0
77510,50,4234,0
77515,59,1795,1
77515,28,2547,1
77515,115,2741,1
77515,148,2891,1
77515,50,3227,0
77515,1,3385,0
77520,115,2334,1
77520,378,3256,0
77520,2,3258,1
77520,148,3431,1
77520,59,3541,0
77520,28,3685,0
77540,59,2119,1
77540,115,2190,1
77540,28,2382,1
77540,148,2755,1
77540,50,3091,0
77540,378,3184,0
77550,115,974,1
77550,378,2014,0
77550,2,2016,1
77550,148,2103,1
77550,28,2186,0
77550,138,2480,0
77560,59,3562,1
77560,115,3715,1
77560,10,3743,1
77560,28,3907,1
77560,148,4281,0
77560,50,4617,0
77570,271,1827,0
77570,2,3102,1
77570,378,3184,0
77570,115,3219,1
77570,33,3447,0
77570,138,3625,0
77580,59,1193,1
77580,28,2053,1
77580,148,2397,1
77580,50,2733,1
77580,115,2784,0
77580,1,2891,0
77590,115,1179,1
77590,378,2546,0
77590,2,2548,1
77590,148,2721,1
77590,28,2953,0
77590,138,3012,0
77600,28,1217,1
77600,59,1225,1
77600,148,1561,1
77600,50,1897,1
77600,115,1902,0
77600,1,2055,0
77610,59,1349,1
77610,115,1615,1
77610,28,1839,1
77610,148,2212,1
77610,50,2548,0
77610,378,2610,0
77620,271,1855,0
77620,2,3219,1
77620,378,3301,0
77620,115,3347,1
77620,128,3457,0
77620,138,3742,0
77630,115,1679,1
77630,2,1935,1
77630,378,2017,0
77630,138,2458,1
77630,50,2726,0
77630,148,2787,0
77640,59,1802,1
77640,28,2862,1
77640,148,3207,1
77640,50,3543,1
77640,115,3548,0
77640,1,3701,0
77650,115,2895,1
77650,59,3501,1
77650,378,3817,0
77650,2,3819,1
77650,28,3850,0
77650,10,3873,0
77660,59,1353,1
77660,28,2251,1
77660,148,2595,1
77660,50,2931,1
77660,115,2936,0
77660,1,3089,0
77670,115,1989,1
77670,378,3047,0
77670,2,3049,1
77670,148,3222,1
77670,271,3373,0
77670,28,3476,0
77680,28,1338,1
77680,115,1510,1
77680,148,1711,1
77680,59,1929,1
77680,50,2047,0
77680,1,2205,0
77690,115,2361,1
77690,271,2380,0
77690,2,2907,1
77690,378,2990,0
77690,138,3431,0
77690,50,3698,0
77700,59,931,1
77700,28,1426,1
77700,148,1770,1
77700,50,2106,1
77700,115,2111,0
77700,1,2264,0
77710,271,2303,0
77710,115,3085,1
77710,2,3211,1
77710,378,3293,0
77710,128,3705,0
77710,138,3734,0
77720,115,1409,1
77720,378,2494,0
77720,2,2496,1
77720,59,2647,1
77720,148,2669,0
77720,28,2923,0
77730,59,2155,1
77730,28,3135,1
77730,148,3479,1
77730,19,3803,0
77730,50,3816,0
77730,115,3821,0
77750,59,2070,1
77750,28,3051,1
77750,148,3395,1
77750,50,3731,1
77750,115,3736,0
77750,1,3889,0
77760,2,2168,1
77760,271,2231,0
77760,115,2242,1
77760,378,2250,0
77760,138,2692,0
77760,50,2959,0
77780,271,2017,0
77780,115,2071,1
77780,2,2533,1
77780,378,2615,0
77780,138,3056,0
77780,50,3324,0
77810,115,1781,1
77810,2,2431,1
77810,271,2505,0
77810,378,2513,0
77810,138,2954,0
77810,50,3221,0
77820,115,1370,1
77820,378,2580,0
77820,2,2582,1
77820,148,2755,1
77820,28,3010,0
77820,138,3046,0
77830,115,1964,1
77830,378,3314,0
77830,2,3316,1
77830,148,3489,1
77830,28,3720,0
77830,138,3779,0
77840,59,1986,1
77840,28,2967,1
77840,148,3311,1
77840,19,3364,0
77840,54,3614,0
77840,50,3647,0
77850,115,1628,1
77850,2,2812,1
77850,378,2894,0
77850,271,3101,0
77850,148,3153,0
77850,138,3335,0
77860,59,930,1
77860,28,1807,1
77860,148,2151,1
77860,50,2488,1
77860,115,2493,0
77860,1,2646,0
77870,115,1612,1
77870,2,2696,1
77870,378,2778,0
77870,271,2991,0
77870,138,3219,0
77870,148,3228,0
77880,271,1840,0
77880,115,2022,1
77880,2,2479,1
77880,378,2561,0
77880,138,3002,0
77880,128,3240,0
77890,271,2193,0
77890,33,3030,1
77890,2,3103,1
77890,378,3185,0
77890,115,3236,0
77890,138,3626,0
77910,59,1181,1
77910,28,2599,1
77910,1,2930,0
77910,148,3013,1
77910,54,3114,0
77910,62,3316,0
77920,115,1453,1
77920,2,2687,1
77920,378,2769,0
77920,148,2977,1
77920,271,3089,0
77920,28,3209,0
77930,115,1307,1
77930,2,1361,1
77930,378,1443,0
77930,138,1884,1
77930,50,2152,0
77930,148,2213,0
77940,271,2861,0
77940,115,2918,1
77940,128,3806,1
77940,2,3808,1
77940,378,3840,0
77940,148,4015,0
77950,115,567,1
77950,378,1891,0
77950,2,1893,1
77950,148,2066,1
77950,28,2322,0
77950,138,2357,0
77970,59,2318,1
77970,115,2474,1
77970,28,2667,1
77970,148,3040,1
77970,50,3376,0
77970,378,3469,0
77990,1,1561,0
77990,54,1856,1
77990,28,1869,1
77990,62,1947,1
77990,59,1997,0
77990,148,2224,0
78000,4,1113,1
78000,62,1497,1
78000,138,1594,1
78000,148,1814,1
78000,50,1974,0
78000,2,2146,0
78100,3,1489,1
78100,62,1500,1
78100,14,1923,1
78100,4,2174,1
78100,1,2421,0
78100,50,2726,0
78110,62,595,1
78110,1,1689,0
78110,3,1754,1
78110,4,1906,1
78110,50,1999,0
78110,14,2046,0
78111,14,860,1
78111,4,2617,1
78111,62,2623,1
78111,1,3517,0
78111,3,3577,0
78111,138,3602,0
78112,62,1315,1
78112,14,1716,1
78112,4,2024,1
78112,1,2209,0
78112,3,2282,0
78112,50,2519,0
78113,4,1927,1
78113,14,2478,1
78113,134,2697,1
78113,62,2798,1
78113,138,3128,0
78113,148,3348,0
78114,4,1012,1
78114,138,1424,1
78114,62,1860,1
78114,378,2145,0
78114,2,2246,0
78114,148,2246,0
78117,138,985,1
78117,4,1266,1
78117,378,1706,0
78117,2,1807,1
78117,62,1858,0
78117,50,1865,0
78120,4,1119,1
78120,138,1904,1
78120,134,2105,1
78120,378,2427,0
78120,62,2748,0
78120,2,2796,0
78121,62,1621,1
78121,14,1652,1
78121,4,1856,1
78121,1,2515,0
78121,3,2575,0
78121,138,2687,0
78124,14,1590,1
78124,4,1801,1
78124,62,1978,1
78124,1,2871,0
78124,3,2931,0
78124,138,2934,0
78125,4,1638,1
78125,138,2509,1
78125,134,2694,1
78125,378,3033,0
78125,62,3267,0
78125,14,3387,0
78126,14,1168,1
78126,62,2106,1
78126,4,2244,1
78126,3,2990,1
78126,1,2999,0
78126,138,3222,0
78130,14,1094,1
78130,62,1510,1
78130,4,1872,1
78130,3,2244,1
78130,1,2404,0
78130,138,2627,0
78140,4,1340,1
78140,138,1402,1
78140,62,1463,1
78140,148,1623,1
78140,50,1783,0
78140,2,1954,0
78150,4,1088,1
78150,62,1139,1
78150,14,1710,1
78150,138,1848,1
78150,148,2069,0
78150,50,2229,0
78160,62,1269,1
78160,4,1353,1
78160,138,1973,1
78160,14,1974,1
78160,148,2193,0
78160,50,2357,0
78170,62,737,1
78170,4,1260,1
78170,138,1796,1
78170,1,1830,0
78170,14,1881,0
78170,3,1895,0
78180,4,695,1
78180,62,1452,1
78180,138,1656,1
78180,148,1970,1
78180,14,2004,0
78180,50,2130,0
78190,4,533,1
78190,62,1420,1
78190,138,1787,1
78190,14,1972,1
78190,148,2008,0
78190,50,2168,0
78200,14,439,1
78200,62,2234,1
78200,4,2596,1
78200,1,3128,0
78200,3,3188,0
78200,138,3351,0
78210,4,1043,1
78210,62,1477,1
78210,138,1738,1
78210,148,1959,1
78210,14,2080,0
78210,50,2119,0
78220,4,1421,1
78220,62,1538,1
78220,138,1611,1
78220,50,1772,1
78220,148,1832,0
78220,1,2073,0
78230,62,969,1
78230,4,1584,1
78230,14,1724,1
78230,1,2062,0
78230,3,2127,0
78230,138,2204,0
78240,62,1185,1
78240,14,1440,1
78240,4,1609,1
78240,1,2079,0
78240,3,2139,0
78240,138,2364,0
78250,14,1541,1
78250,3,1789,1
78250,62,2075,1
78250,4,2436,1
78250,1,2722,0
78250,138,3191,0
78260,3,1238,1
78260,62,1902,1
78260,1,2171,0
78260,14,2266,1
78260,4,2569,0
78260,148,3128,0
78270,14,1060,1
78270,62,2458,1
78270,27,2667,1
78270,4,2819,1
78270,1,3351,0
78270,3,3412,0
78280,4,1032,1
78280,138,1465,1
78280,62,1629,1
78280,148,1879,1
78280,50,2039,0
78280,14,2158,0
78290,62,739,1
78290,4,1744,1
78290,1,1833,0
78290,3,1897,1
78290,50,2143,0
78290,14,2280,0
78300,62,1029,1
78300,14,1347,1
78300,4,1516,1
78300,1,1922,0
78300,3,1982,0
78300,50,2233,0
78310,4,372,1
78310,62,1888,1
78310,138,2255,1
78310,14,2440,1
78310,148,2476,0
78310,50,2636,0
78320,4,428,1
78320,62,2001,1
78320,138,2225,1
78320,14,2553,1
78320,148,2589,0
78320,50,2749,0
78330,4,1247,1
78330,62,1505,1
78330,138,2098,1
78330,14,2107,1
78330,148,2318,0
78330,50,2478,0
78340,4,1549,1
78340,62,1879,1
78340,14,2241,1
78340,138,2380,1
78340,148,2600,0
78340,50,2760,0
78350,138,1032,1
78350,4,1228,1
78350,62,1473,1
78350,2,1697,1
78350,148,1723,0
78350,378,1753,0
78360,62,880,1
78360,3,1832,1
78360,1,1974,0
